subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Adults,3/2/2018,11/14/2017,11/18/2017,Ipsos,A-,1601,a,.1289447,0,37.7,30.1,43.65686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50497,79704,11/19/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/15/2017,11/19/2017,Ipsos,A-,1588,a,.1279416,0,38.1,28.3,44.05686,34.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50496,79703,11/20/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/16/2017,11/20/2017,Ipsos,A-,1562,a,.1258888,0,38.1,28.2,44.05686,34.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50495,79702,11/21/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/17/2017,11/21/2017,Ipsos,A-,1492,a,.1202586,0,37.3,28.3,43.25686,34.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50513,79727,11/22/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/18/2017,11/22/2017,Ipsos,A-,1506,a,.1213909,0,36.7,27.8,42.65686,33.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50512,79726,11/23/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/19/2017,11/23/2017,Ipsos,A-,1543,a,.124353,0,37.5,28,43.45686,33.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50511,79725,11/24/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/20/2017,11/24/2017,Ipsos,A-,1597,a,.1286096,0,37.3,28.9,43.25686,34.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50560,79809,11/25/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/21/2017,11/25/2017,Ipsos,A-,1605,a,.1290771,0,35.8,29.7,41.75686,35.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50558,79808,11/26/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/22/2017,11/26/2017,Ipsos,A-,1685,a,.135236,0,36.5,28.7,42.45686,34.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50557,79807,11/27/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/23/2017,11/27/2017,Ipsos,A-,1922,a,.1538554,0,36.7,30.1,42.65686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50556,79806,11/28/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/24/2017,11/28/2017,Ipsos,A-,1970,a,.1572193,0,36.1,30.1,42.05686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50610,79870,11/29/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/25/2017,11/29/2017,Ipsos,A-,1962,a,.1561025,0,35.8,28.6,41.75686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50609,79869,11/30/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/26/2017,11/30/2017,Ipsos,A-,1928,a,.1529333,0,36.5,28.6,42.45686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50608,79868,12/1/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/27/2017,12/1/2017,Ipsos,A-,1908,a,.1508885,0,36.2,30.1,42.15686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50631,79909,12/2/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/28/2017,12/2/2017,Ipsos,A-,1656,a,.1305628,0,36,29.8,41.95686,35.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50630,79908,12/3/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/29/2017,12/3/2017,Ipsos,A-,1594,a,.1252943,0,36.6,31.6,42.55686,37.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50629,79907,12/4/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,11/30/2017,12/4/2017,Ipsos,A-,1552,a,.1216282,0,37.2,32.4,43.15686,38.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50628,79906,12/5/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/1/2017,12/5/2017,Ipsos,A-,1550,a,.1211079,0,36.9,31.2,42.85686,37.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50651,79945,12/6/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/2/2017,12/6/2017,Ipsos,A-,1532,a,.1193416,0,37.6,30.5,43.55686,36.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50650,79944,12/7/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/3/2017,12/7/2017,Ipsos,A-,1499,a,.1164149,0,37.8,30.2,43.75686,36.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50649,79943,12/8/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/4/2017,12/8/2017,Ipsos,A-,1499,a,.1160454,0,37.6,29.5,43.55686,35.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50663,79972,12/9/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/5/2017,12/9/2017,Ipsos,A-,1463,a,.1128663,0,38.5,29.1,44.45686,34.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50662,79971,12/10/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/6/2017,12/10/2017,Ipsos,A-,1413,a,.1085975,0,37.4,28.8,43.35686,34.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50661,79970,12/11/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/7/2017,12/11/2017,Ipsos,A-,1442,a,.1102783,0,36.6,29.9,42.55686,35.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50660,79969,12/12/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/8/2017,12/12/2017,Ipsos,A-,1464,a,.1114613,0,37.3,28.7,43.25686,34.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50697,80024,12/13/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/9/2017,12/13/2017,Ipsos,A-,1841,a,.1395738,0,38.2,28.3,44.15686,34.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50696,80023,12/14/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/10/2017,12/14/2017,Ipsos,A-,2298,a,.1735697,0,38,28.6,43.95686,34.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50695,80022,12/15/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/11/2017,12/15/2017,Ipsos,A-,2538,a,.1911374,0,38.1,28.8,44.05686,34.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50714,80056,12/16/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/12/2017,12/16/2017,Ipsos,A-,2657,a,.1997071,0,38.3,27.3,44.25686,33.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50713,80055,12/17/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/13/2017,12/17/2017,Ipsos,A-,2678,a,.2011181,0,38.4,27.6,44.35686,33.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50712,80054,12/18/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/14/2017,12/17/2017,CNN/SSRS,"",1001,a,1.315772,0,54,38,50.39246,36.10838,"","",http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80058,12/18/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/14/2017,12/18/2017,Ipsos,A-,2891,a,.2171783,0,38.6,27.7,44.55686,33.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50711,80053,12/19/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/15/2017,12/19/2017,Ipsos,A-,2491,a,.1874264,0,39.3,27.1,45.25686,32.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50730,80082,12/20/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/16/2017,12/20/2017,Ipsos,A-,2323,a,.1752088,0,40.2,27.5,46.15686,33.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50729,80081,12/21/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/17/2017,12/21/2017,Ipsos,A-,2233,a,.1689401,0,40.3,28,46.25686,33.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50728,80080,12/22/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/18/2017,12/22/2017,Ipsos,A-,2248,a,.1706949,0,40.5,27.6,46.45686,33.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50735,80105,12/23/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/19/2017,12/23/2017,Ipsos,A-,1637,a,.1248247,0,41,26.7,46.95686,32.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50734,80104,12/24/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/20/2017,12/24/2017,Ipsos,A-,1479,a,.1132544,0,40.5,27,46.45686,32.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50733,80103,12/25/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/21/2017,12/25/2017,Ipsos,A-,1435,a,.1103336,0,41.1,27.3,47.05686,33.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50732,80102,12/26/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/22/2017,12/26/2017,Ipsos,A-,1458,a,.1125296,0,42,27.1,47.95686,32.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50746,80121,12/27/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/23/2017,12/27/2017,Ipsos,A-,1455,a,.1126984,0,41.9,26.8,47.85686,32.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50745,80120,12/28/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/24/2017,12/28/2017,Ipsos,A-,1519,a,.1180255,.0003929,41.7,27.9,47.65686,33.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50744,80119,12/29/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/25/2017,12/29/2017,Ipsos,A-,1839,a,.1433274,.00095,42.1,29.1,48.05686,34.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50750,80133,12/30/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/26/2017,12/30/2017,Ipsos,A-,1897,a,.1483501,.0014683,41.3,28.4,47.25686,34.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50749,80132,12/31/2017,18:00:12  2 Mar 2018
Adults,3/2/2018,12/27/2017,12/31/2017,Ipsos,A-,1819,a,.2855258,.0037514,40.2,30.3,46.15686,36.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50760,80156,1/1/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,"",3569,a,1.576935,.0517028,51,40,49.04279,38.37812,"","",https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/16/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,12/29/2017,1/2/2018,Ipsos,A-,625,a,.0494998,.0009663,36,29.8,41.95686,35.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50759,80155,1/3/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,12/30/2017,1/3/2018,Ipsos,A-,948,a,.0751945,.0017094,34.8,30.8,40.75686,36.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50758,80154,1/4/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,12/31/2017,1/4/2018,Ipsos,A-,1259,a,.099849,.0025934,35.9,30.5,41.85686,36.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50757,80153,1/5/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/1/2018,1/5/2018,Ipsos,A-,1599,a,.1266482,.0037044,36.4,30.7,42.35686,36.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50779,80195,1/6/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/2/2018,1/6/2018,Ipsos,A-,1610,a,.127281,.0041439,37.3,31,43.25686,36.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50778,80202,1/7/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/3/2018,1/7/2018,Ipsos,A-,1553,a,.122463,.0043972,37.3,31.1,43.25686,36.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50777,80201,1/8/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/4/2018,1/8/2018,Ipsos,A-,1581,a,.1242673,.0048848,39.5,30.4,45.45686,36.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50776,80200,1/9/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/5/2018,1/9/2018,Ipsos,A-,1622,a,.1269866,.0054317,39.4,31.3,45.35686,37.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50793,80222,1/10/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/6/2018,1/10/2018,Ipsos,A-,1584,a,.1234645,.0057164,39.5,31.1,45.45686,36.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50792,80221,1/11/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/7/2018,1/11/2018,Ipsos,A-,1614,a,.1251906,.0062464,39.3,29.5,45.25686,35.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50791,80220,1/12/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/8/2018,1/12/2018,Ipsos,A-,1728,a,.1333532,.0071413,38.7,31.3,44.65686,37.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50803,80251,1/13/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/9/2018,1/13/2018,Ipsos,A-,1673,a,.1284465,.0073563,36.5,30.7,42.45686,36.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50802,80250,1/14/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/10/2018,1/14/2018,Ipsos,A-,1557,a,.118908,.0072606,36.8,30.4,42.75686,36.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50801,80249,1/15/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/11/2018,1/15/2018,Ipsos,A-,1641,a,.1245976,.0080923,37,29.9,42.95686,35.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50800,80248,1/16/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/12/2018,1/16/2018,Ipsos,A-,1640,a,.1237475,.0085306,36.8,31.6,42.75686,37.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50822,80287,1/17/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/13/2018,1/17/2018,Ipsos,A-,1571,a,.117683,.0094271,36.8,29.9,42.75686,35.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50821,80286,1/18/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/14/2018,1/18/2018,Ipsos,A-,1570,a,.1167141,.0106729,38.3,30.7,44.25686,36.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50820,80285,1/19/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/14/2018,1/18/2018,CNN/SSRS,"",1005,a,1.356545,.1720757,51,41,47.39246,39.10838,"","",http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80292,1/19/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/15/2018,1/19/2018,Ipsos,A-,1640,a,.1209791,.0124551,37.4,30.4,43.35686,36.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50837,80314,1/20/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/16/2018,1/20/2018,Ipsos,A-,2188,a,.160183,.0183604,37.6,29.8,43.55686,35.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50836,80313,1/21/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/17/2018,1/21/2018,Ipsos,A-,2674,a,.1944389,.0245778,37,29.5,42.95686,35.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50835,80312,1/22/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/18/2018,1/22/2018,Ipsos,A-,2904,a,.2098706,.0290339,37.4,30.1,43.35686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50834,80311,1/23/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/19/2018,1/23/2018,Ipsos,A-,2982,a,.2146901,.032247,38.1,30.2,44.05686,36.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50851,80359,1/24/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/20/2018,1/24/2018,Ipsos,A-,3029,a,.2176988,.0352626,38.4,30,44.35686,35.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50850,80358,1/25/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/21/2018,1/25/2018,Ipsos,A-,2393,a,.1720233,.0298724,38.2,30.8,44.15686,36.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50849,80357,1/26/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/22/2018,1/26/2018,Ipsos,A-,1820,a,.1310031,.0242741,38.6,31.3,44.55686,37.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50859,80379,1/27/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/23/2018,1/27/2018,Ipsos,A-,1912,a,.1378507,.0271549,38.5,30.1,44.45686,35.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50858,80378,1/28/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/24/2018,1/28/2018,Ipsos,A-,1861,a,.1344676,.0280623,37.7,29.6,43.65686,35.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50857,80377,1/29/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/25/2018,1/29/2018,Ipsos,A-,1808,a,.131006,.02887,37.5,30.8,43.45686,36.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50856,80376,1/30/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/26/2018,1/30/2018,Ipsos,A-,1860,a,.1352324,.0313783,36.8,31.3,42.75686,37.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50869,80405,1/31/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/27/2018,1/31/2018,Ipsos,A-,1942,a,.1417578,.0345428,37.6,31.1,43.55686,36.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50868,80404,2/1/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/25/2018,2/2/2018,IBD/TIPP,A-,900,a,1.502865,.4707095,46,41,45.30941,39.81591,"","",https://www.investors.com/politics/tax-cut-popularity-surges-trump-approval-2018-elections/,50874,80412,2/3/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/28/2018,2/1/2018,Ipsos,A-,1632,a,.1196837,.0305537,35.2,32.2,41.15686,38.00333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50867,80403,2/2/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/30/2018,2/1/2018,SurveyMonkey,C-,4424,a,1.18207,.4023732,45,39,44.54772,38.47443,"","",http://msnbcmedia.msn.com/i/MSNBC/Components/NBCNewsSurveyMonkeySOTUPollToplinesMethodology.pdf,50865,80391,2/1/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/29/2018,2/2/2018,Ipsos,A-,1587,a,.1169458,.0312201,35.6,32,41.55686,37.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50879,80429,2/3/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/30/2018,2/3/2018,Ipsos,A-,2226,a,.1648166,.0459493,38.5,30.9,44.45686,36.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50878,80428,2/4/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,1/31/2018,2/4/2018,Ipsos,A-,2844,a,.2117164,.0615398,38.4,30.6,44.35686,36.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50877,80427,2/5/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/1/2018,2/5/2018,Ipsos,A-,3031,a,.2271792,.0687137,37.8,30.9,43.75686,36.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50876,80426,2/6/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/2/2018,2/6/2018,Ipsos,A-,3112,a,.2345398,.0790245,38.1,31.3,44.05686,37.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50890,80450,2/7/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/3/2018,2/7/2018,Ipsos,A-,3161,a,.2401368,.089072,38.1,31.8,44.05686,37.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50889,80449,2/8/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/4/2018,2/8/2018,Ipsos,A-,2584,a,.1983772,.080237,36.8,32.3,42.75686,38.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50888,80448,2/9/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/5/2018,2/9/2018,Ipsos,A-,1946,a,.1512754,.0662136,37.7,32.7,43.65686,38.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50898,80477,2/10/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/6/2018,2/10/2018,Ipsos,A-,1716,a,.1352545,.0636728,38.1,31.7,44.05686,37.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50897,80476,2/11/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/7/2018,2/11/2018,Ipsos,A-,1545,a,.1235671,.0622447,37.7,31,43.65686,36.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50896,80475,2/12/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/8/2018,2/12/2018,Ipsos,A-,1563,a,.126939,.0681315,38.5,30.6,44.45686,36.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50895,80474,2/13/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/9/2018,2/13/2018,Ipsos,A-,1518,a,.1252678,.0713715,38.8,30.6,44.75686,36.40333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50910,80504,2/14/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/10/2018,2/14/2018,Ipsos,A-,1497,a,.1255866,.0757046,37.8,31.4,43.75686,37.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50909,80503,2/15/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/11/2018,2/15/2018,Ipsos,A-,1529,a,.1304603,.0829586,37.7,32.1,43.65686,37.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50908,80502,2/16/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/12/2018,2/16/2018,Ipsos,A-,1611,a,.1399078,.0935913,37.9,32.5,43.85686,38.30333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50918,80524,2/17/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/13/2018,2/17/2018,Ipsos,A-,1264,a,.1118577,.0785184,37.5,32,43.45686,37.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50917,80523,2/18/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/14/2018,2/18/2018,Ipsos,A-,953,a,.086001,.0632056,37.1,31.3,43.05686,37.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50916,80522,2/19/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/15/2018,2/19/2018,Ipsos,A-,972,a,.0894856,.068721,36.8,29.3,42.75686,35.10333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50915,80521,2/20/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/16/2018,2/20/2018,Ipsos,A-,1104,a,.1037406,.0830958,38.5,30,44.45686,35.80333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50931,80562,2/21/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/17/2018,2/21/2018,Ipsos,A-,1194,a,.1145963,.09558,36.9,29.4,42.85686,35.20333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50930,80561,2/22/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/18/2018,2/22/2018,Ipsos,A-,1638,a,.1606975,.1393489,36.6,29.7,42.55686,35.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50929,80560,2/23/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/19/2018,2/23/2018,Ipsos,A-,2144,a,.2153542,.1938746,36,30.7,41.95686,36.50333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50941,80579,2/24/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/20/2018,2/24/2018,Ipsos,A-,2116,a,.2181528,.2036243,36,31.9,41.95686,37.70333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50940,80578,2/25/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/21/2018,2/25/2018,Ipsos,A-,1957,a,.2075686,.2006431,35.9,32.1,41.85686,37.90333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50939,80577,2/26/2018,18:00:12  2 Mar 2018
Adults,3/2/2018,2/22/2018,2/26/2018,Ipsos,A-,1860,a,1.016745,1.016745,36,31.8,41.95686,37.60333,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50938,80576,2/27/2018,18:00:12  2 Mar 2018
Voters,3/2/2018,1/23/2017,1/24/2017,Public Policy Polling,B+,1043,rv,1.017907,0,48,40,46.69369,39.59914,"","",http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_12617.pdf,49237,78153,1/25/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,1/30/2017,1/31/2017,Public Policy Polling,B+,725,rv,.6707079,0,45,42,43.69369,41.59914,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_2217.pdf,49238,78151,2/1/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,2/2/2017,2/6/2017,McLaughlin & Associates,C-,1000,lv,.6387051,0,42.4,44,44.32859,41.48812,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50468,79643,2/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,2/5/2017,2/6/2017,Emerson College,B,617,rv,.9469491,0,48.1,46.3,48.20815,45.19835,"","",http://media.wix.com/ugd/3bebb2_ad9933217cc64d9c9fdf4e34a27756c1.pdf,49292,78251,2/7/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,2/7/2017,2/8/2017,Public Policy Polling,B+,712,rv,.6522518,0,49,41,47.69369,40.59914,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_21017.pdf,49287,78162,2/9/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,2/15/2017,2/20/2017,McLaughlin & Associates,C-,1000,lv,.5990136,0,43.5,43.8,45.42859,41.28812,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50467,79642,2/21/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,2/21/2017,2/22/2017,Public Policy Polling,B+,941,rv,.9191785,0,46,43,44.69369,42.59914,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_22417.pdf,49324,78150,2/23/2017,18:00:15  2 Mar 2018
Voters,3/2/2018,3/10/2017,3/12/2017,Public Policy Polling,B+,808,rv,.8719774,0,46,41,44.69369,40.59914,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_31517.pdf,49488,78145,3/13/2017,18:00:15  2 Mar 2018
